Container_ID,Equipment_Type,Arrival_Time,Arrival_Mode,Railcar_ID,Well_Position,Blocked_By
ZIMU3818427,20_Standard,2026-08-27T18:15:00+00:00,Rail,TTZX694778,Bottom,ZIMU5116944
ZIMU5116944,40_High_Cube,2026-08-27T18:15:00+00:00,Rail,TTZX694778,Top,None
SCHU5242080,53_Dry_Van,2026-08-27T18:15:00+00:00,Rail,TTZX343341,Single,None
JBHU2655052,53_Dry_Van,2026-08-27T18:15:00+00:00,Rail,TTZX720137,Single,None
EMCU5216556,40_High_Cube,2026-08-27T18:21:00+00:00,Rail,TTZX862742,Bottom,SUDU7059273
SUDU7059273,20_Standard,2026-08-27T18:21:00+00:00,Rail,TTZX862742,Top,None
EMCU3989367,40_High_Cube,2026-08-27T18:23:00+00:00,Rail,TTZX801475,Bottom,SUDU6998030
SUDU6998030,40_High_Cube,2026-08-27T18:23:00+00:00,Rail,TTZX801475,Top,None
SCHU3342813,53_Dry_Van,2026-08-27T18:23:00+00:00,Rail,TTZX966909,Single,None
SCHU8291914,53_Dry_Van,2026-08-27T18:23:00+00:00,Rail,TTZX186912,Single,None
HLCU3527708,40_High_Cube,2026-08-27T18:25:00+00:00,Rail,TTZX605284,Bottom,EMCU4587491
EMCU4587491,40_High_Cube,2026-08-27T18:25:00+00:00,Rail,TTZX605284,Top,None
ZIMU1128947,40_High_Cube,2026-08-27T18:26:00+00:00,Rail,TTZX753270,Bottom,SUDU2632119
SUDU2632119,40_High_Cube,2026-08-27T18:26:00+00:00,Rail,TTZX753270,Top,None
ZIMU6897970,40_High_Cube,2026-08-27T18:27:00+00:00,Rail,TTZX642597,Bottom,ZIMU1071332
ZIMU1071332,40_High_Cube,2026-08-27T18:27:00+00:00,Rail,TTZX642597,Top,None
JBHU9372856,53_Dry_Van,2026-08-27T18:27:00+00:00,Rail,TTZX313961,Single,None
EMCU3298072,20_Standard,2026-08-27T18:27:00+00:00,Rail,TTZX165157,Bottom,HLCU2271930
HLCU2271930,40_High_Cube,2026-08-27T18:27:00+00:00,Rail,TTZX165157,Top,None
MSKU8823130,40_High_Cube,2026-08-27T18:27:00+00:00,Rail,TTZX545843,Bottom,ZIMU7674225
ZIMU7674225,40_High_Cube,2026-08-27T18:27:00+00:00,Rail,TTZX545843,Top,None
ZIMU8852574,40_High_Cube,2026-08-27T18:28:00+00:00,Rail,TTZX887212,Bottom,SUDU1807450
SUDU1807450,40_High_Cube,2026-08-27T18:28:00+00:00,Rail,TTZX887212,Top,None
MSKU2616500,40_High_Cube,2026-08-27T18:28:00+00:00,Rail,TTZX118003,Bottom,HLCU5636879
HLCU5636879,40_High_Cube,2026-08-27T18:28:00+00:00,Rail,TTZX118003,Top,None
APLU1605156,40_High_Cube,2026-08-27T18:28:00+00:00,Rail,TTZX827916,Bottom,APLU5553786
APLU5553786,40_High_Cube,2026-08-27T18:28:00+00:00,Rail,TTZX827916,Top,None
JBHU2837777,53_Dry_Van,2026-08-27T18:29:00+00:00,Rail,TTZX101331,Single,None
HLCU8186327,40_High_Cube,2026-08-27T18:29:00+00:00,Rail,TTZX148714,Bottom,EMCU7392446
EMCU7392446,40_High_Cube,2026-08-27T18:29:00+00:00,Rail,TTZX148714,Top,None
APLU7365690,40_High_Cube,2026-08-27T18:30:00+00:00,Rail,TTZX152228,Bottom,HLCU6787611
HLCU6787611,40_High_Cube,2026-08-27T18:30:00+00:00,Rail,TTZX152228,Top,None
EMCU8599280,40_High_Cube,2026-08-27T18:31:00+00:00,Rail,TTZX806378,Bottom,EMCU5234729
EMCU5234729,20_Standard,2026-08-27T18:31:00+00:00,Rail,TTZX806378,Top,None
MSKU9575188,20_Standard,2026-08-27T18:32:00+00:00,Rail,TTZX211888,Bottom,SUDU7749160
SUDU7749160,40_High_Cube,2026-08-27T18:32:00+00:00,Rail,TTZX211888,Top,None
EMCU6356399,40_High_Cube,2026-08-27T18:32:00+00:00,Rail,TTZX332937,Bottom,ZIMU9071663
ZIMU9071663,20_Standard,2026-08-27T18:32:00+00:00,Rail,TTZX332937,Top,None
MSKU8828430,20_Standard,2026-08-27T18:33:00+00:00,Rail,TTZX964039,Bottom,MSKU1573281
MSKU1573281,20_Standard,2026-08-27T18:33:00+00:00,Rail,TTZX964039,Top,None
JBHU2165219,53_Dry_Van,2026-08-27T18:33:00+00:00,Rail,TTZX954943,Single,None
EMCU1666010,40_High_Cube,2026-08-27T18:35:00+00:00,Rail,TTZX934777,Bottom,SUDU4213528
SUDU4213528,40_High_Cube,2026-08-27T18:35:00+00:00,Rail,TTZX934777,Top,None
APLU5719291,20_Standard,2026-08-27T18:38:00+00:00,Rail,TTZX940420,Bottom,EMCU1561364
EMCU1561364,40_High_Cube,2026-08-27T18:38:00+00:00,Rail,TTZX940420,Top,None
SCHU3657050,53_Dry_Van,2026-08-27T18:39:00+00:00,Rail,TTZX676676,Single,None
ZIMU1838050,20_Standard,2026-08-27T18:39:00+00:00,Rail,TTZX778865,Bottom,SUDU9168247
SUDU9168247,40_High_Cube,2026-08-27T18:39:00+00:00,Rail,TTZX778865,Top,None
MSKU7275129,40_High_Cube,2026-08-27T18:39:00+00:00,Rail,TTZX140481,Bottom,ZIMU2856886
ZIMU2856886,20_Standard,2026-08-27T18:39:00+00:00,Rail,TTZX140481,Top,None
APLU9749993,20_Standard,2026-08-27T18:42:00+00:00,Rail,TTZX166535,Bottom,HLCU7332453
HLCU7332453,40_High_Cube,2026-08-27T18:42:00+00:00,Rail,TTZX166535,Top,None
HLCU3227233,20_Standard,2026-08-27T18:43:00+00:00,Rail,TTZX814488,Bottom,ZIMU3886484
ZIMU3886484,40_High_Cube,2026-08-27T18:43:00+00:00,Rail,TTZX814488,Top,None
SCHU5292244,53_Dry_Van,2026-08-27T18:44:00+00:00,Rail,TTZX981567,Single,None
JBHU9678390,53_Dry_Van,2026-08-27T18:45:00+00:00,Rail,TTZX472520,Single,None
APLU3750507,40_High_Cube,2026-08-27T18:47:00+00:00,Rail,TTZX937287,Bottom,APLU1911290
APLU1911290,40_High_Cube,2026-08-27T18:47:00+00:00,Rail,TTZX937287,Top,None
SCHU5958120,53_Dry_Van,2026-08-27T18:49:00+00:00,Rail,TTZX920781,Single,None
JBHU4112579,53_Dry_Van,2026-08-27T18:52:00+00:00,Rail,TTZX473935,Single,None
SUDU4818139,40_High_Cube,2026-08-27T18:53:00+00:00,Rail,TTZX253943,Bottom,ZIMU6111762
ZIMU6111762,40_High_Cube,2026-08-27T18:53:00+00:00,Rail,TTZX253943,Top,None
HLCU5821964,40_High_Cube,2026-08-27T18:54:00+00:00,Rail,TTZX113026,Bottom,APLU8842951
APLU8842951,40_High_Cube,2026-08-27T18:54:00+00:00,Rail,TTZX113026,Top,None
APLU4974219,40_High_Cube,2026-08-27T18:56:00+00:00,Rail,TTZX718048,Bottom,APLU7693302
APLU7693302,20_Standard,2026-08-27T18:56:00+00:00,Rail,TTZX718048,Top,None
SCHU2968485,53_Dry_Van,2026-08-27T18:56:00+00:00,Rail,TTZX587282,Single,None
HLCU3694942,40_High_Cube,2026-08-27T18:57:00+00:00,Rail,TTZX171182,Bottom,APLU2337654
APLU2337654,40_High_Cube,2026-08-27T18:57:00+00:00,Rail,TTZX171182,Top,None
SUDU4221272,20_Standard,2026-08-27T18:59:00+00:00,Rail,TTZX661695,Bottom,MSKU3814990
MSKU3814990,40_High_Cube,2026-08-27T18:59:00+00:00,Rail,TTZX661695,Top,None
SCHU7416956,53_Dry_Van,2026-08-27T18:59:00+00:00,Rail,TTZX632260,Single,None
APLU5433420,20_Standard,2026-08-27T19:01:00+00:00,Rail,TTZX190639,Bottom,EMCU1856853
EMCU1856853,40_High_Cube,2026-08-27T19:01:00+00:00,Rail,TTZX190639,Top,None
HLCU5116250,40_High_Cube,2026-08-27T19:01:00+00:00,Rail,TTZX405181,Bottom,ZIMU5538580
ZIMU5538580,20_Standard,2026-08-27T19:01:00+00:00,Rail,TTZX405181,Top,None
JBHU7677579,53_Dry_Van,2026-08-27T19:02:00+00:00,Rail,TTZX345709,Single,None
ZIMU2530734,40_High_Cube,2026-08-27T19:03:00+00:00,Rail,TTZX509506,Bottom,MSKU2680330
MSKU2680330,40_High_Cube,2026-08-27T19:03:00+00:00,Rail,TTZX509506,Top,None
JBHU8002918,53_Dry_Van,2026-08-27T19:07:00+00:00,Rail,TTZX959297,Single,None
JBHU6198822,53_Dry_Van,2026-08-27T19:08:00+00:00,Rail,TTZX267562,Single,None
SUDU8710841,20_Standard,2026-08-27T19:09:00+00:00,Rail,TTZX840128,Bottom,APLU8355634
APLU8355634,40_High_Cube,2026-08-27T19:09:00+00:00,Rail,TTZX840128,Top,None
MSKU9366280,40_High_Cube,2026-08-27T19:09:00+00:00,Rail,TTZX151090,Bottom,ZIMU7973139
ZIMU7973139,40_High_Cube,2026-08-27T19:09:00+00:00,Rail,TTZX151090,Top,None
ZIMU6615233,40_High_Cube,2026-08-27T19:10:00+00:00,Rail,TTZX848492,Bottom,ZIMU4616550
ZIMU4616550,40_High_Cube,2026-08-27T19:10:00+00:00,Rail,TTZX848492,Top,None
EMCU2431787,40_High_Cube,2026-08-27T19:15:00+00:00,Rail,TTZX730578,Bottom,SUDU8619238
SUDU8619238,20_Standard,2026-08-27T19:15:00+00:00,Rail,TTZX730578,Top,None
SCHU9645669,53_Dry_Van,2026-08-27T19:17:00+00:00,Rail,TTZX604597,Single,None
JBHU3274744,53_Dry_Van,2026-08-27T19:18:00+00:00,Rail,TTZX962356,Single,None
SCHU9663071,53_Dry_Van,2026-08-27T19:19:00+00:00,Rail,TTZX707292,Single,None
JBHU7996909,53_Dry_Van,2026-08-27T19:26:00+00:00,Rail,TTZX997863,Single,None
EMCU7953742,40_High_Cube,2026-08-27T19:26:00+00:00,Rail,TTZX105837,Bottom,MSKU9190334
MSKU9190334,40_High_Cube,2026-08-27T19:26:00+00:00,Rail,TTZX105837,Top,None
APLU9671597,40_High_Cube,2026-08-27T19:27:00+00:00,Rail,TTZX307675,Bottom,HLCU2909100
HLCU2909100,40_High_Cube,2026-08-27T19:27:00+00:00,Rail,TTZX307675,Top,None
EMCU8762972,40_High_Cube,2026-08-27T19:27:00+00:00,Rail,TTZX632075,Bottom,HLCU1128972
HLCU1128972,40_High_Cube,2026-08-27T19:27:00+00:00,Rail,TTZX632075,Top,None
SUDU2773729,40_High_Cube,2026-08-27T19:29:00+00:00,Rail,TTZX155827,Bottom,ZIMU1297084
ZIMU1297084,20_Standard,2026-08-27T19:29:00+00:00,Rail,TTZX155827,Top,None
APLU3514420,40_High_Cube,2026-08-27T19:32:00+00:00,Rail,TTZX471568,Bottom,ZIMU3872140
ZIMU3872140,40_High_Cube,2026-08-27T19:32:00+00:00,Rail,TTZX471568,Top,None
EMCU3873280,20_Standard,2026-08-27T19:32:00+00:00,Rail,TTZX298177,Bottom,ZIMU4780141
ZIMU4780141,40_High_Cube,2026-08-27T19:32:00+00:00,Rail,TTZX298177,Top,None
HLCU2827660,20_Standard,2026-08-27T19:33:00+00:00,Rail,TTZX577986,Bottom,MSKU9175134
MSKU9175134,40_High_Cube,2026-08-27T19:33:00+00:00,Rail,TTZX577986,Top,None
ZIMU4776389,40_High_Cube,2026-08-27T19:34:00+00:00,Rail,TTZX617179,Bottom,ZIMU7140718
ZIMU7140718,40_High_Cube,2026-08-27T19:34:00+00:00,Rail,TTZX617179,Top,None
SUDU8413421,40_High_Cube,2026-08-27T19:35:00+00:00,Rail,TTZX276221,Bottom,HLCU2479924
HLCU2479924,40_High_Cube,2026-08-27T19:35:00+00:00,Rail,TTZX276221,Top,None
EMCU5400579,40_High_Cube,2026-08-27T19:37:00+00:00,Rail,TTZX132306,Bottom,APLU1210372
APLU1210372,20_Standard,2026-08-27T19:37:00+00:00,Rail,TTZX132306,Top,None
JBHU6475568,53_Dry_Van,2026-08-27T19:38:00+00:00,Rail,TTZX437409,Single,None
JBHU8634632,53_Dry_Van,2026-08-27T19:39:00+00:00,Rail,TTZX343245,Single,None
APLU9587995,40_High_Cube,2026-08-27T19:39:00+00:00,Rail,TTZX100619,Bottom,APLU5459975
APLU5459975,40_High_Cube,2026-08-27T19:39:00+00:00,Rail,TTZX100619,Top,None
SCHU9313710,53_Dry_Van,2026-08-27T19:41:00+00:00,Rail,TTZX255658,Single,None
APLU5473470,40_High_Cube,2026-08-27T19:44:00+00:00,Rail,TTZX887575,Bottom,EMCU3308102
EMCU3308102,40_High_Cube,2026-08-27T19:44:00+00:00,Rail,TTZX887575,Top,None
SCHU7052406,53_Dry_Van,2026-08-27T19:44:00+00:00,Rail,TTZX534737,Single,None
APLU3546896,20_Standard,2026-08-27T19:44:00+00:00,Rail,TTZX909001,Bottom,ZIMU8870979
ZIMU8870979,20_Standard,2026-08-27T19:44:00+00:00,Rail,TTZX909001,Top,None
ZIMU5376371,20_Standard,2026-08-27T19:45:00+00:00,Rail,TTZX972546,Bottom,EMCU5317470
EMCU5317470,40_High_Cube,2026-08-27T19:45:00+00:00,Rail,TTZX972546,Top,None
SUDU5379792,20_Standard,2026-08-27T19:45:00+00:00,Rail,TTZX833234,Bottom,HLCU6893629
HLCU6893629,40_High_Cube,2026-08-27T19:45:00+00:00,Rail,TTZX833234,Top,None
SCHU5670278,53_Dry_Van,2026-08-27T19:46:00+00:00,Rail,TTZX541144,Single,None
MSKU4554496,40_High_Cube,2026-08-27T19:50:00+00:00,Rail,TTZX231654,Bottom,MSKU2683956
MSKU2683956,40_High_Cube,2026-08-27T19:50:00+00:00,Rail,TTZX231654,Top,None
SCHU4027246,53_Dry_Van,2026-08-27T19:52:00+00:00,Rail,TTZX948606,Single,None
SCHU7554976,53_Dry_Van,2026-08-27T19:52:00+00:00,Rail,TTZX421115,Single,None
JBHU2998920,53_Dry_Van,2026-08-27T19:54:00+00:00,Rail,TTZX178373,Single,None
